,index,arg_id,prev_arg_id,Argument,Concern1,Concern2,depth,Concern3,Concern4,Concern5
1133,618,Depth5_1399,Depth4_992,many bursaries have been stopped though by the government and applications for nursing and health professions have greatly fallen as a result . this will have real negative consequences for the future of the nhs .,government,,5,,,
1134,619,Depth5_1400,Depth4_992,"why do these mechanisms exist ? they are to increase the education of the people in our society , particularly those who would struggle to afford this kind of education",society,afford,5,,,
1135,620,Depth5_1404,Depth4_1004,"the cost of living is extortionate for everyone at the moment , students do not need the additional pressure of another debt as well as their rent and bills .",debt,,5,,,
1136,621,Depth5_1405,Depth4_1004,"this should not be subjective , our own opinions of `` afford '' will always be flawed , there is data available to support the argument",afford,,5,,,
1137,622,Depth5_1406,Depth4_993,"if we value education and the benefits it brings to society as a whole , as well as the individual , we should enable students to be able to devote themselves entirely to their studies .",society,,5,,,
1138,623,Depth5_1409,Depth4_993,"all young people have the right to an education which is not paid for , its unfair to enter into debt .",debt,,5,,,
1139,624,Depth5_1415,Depth4_1009,"well yes , obviously , that is the whole point of going to university . in order to get a job within their chosen field and progress .",job,,5,,,
1140,625,Depth5_1416,Depth4_1022,"having affluent parents can make all the difference to someone 's experience at university with the support that they offer . future debt and the gradual repayment is manageable for all , but those that need help to study should have it at the time .",debt,,5,,,
1141,626,Depth5_1418,Depth4_1022,"if tuition was free for all , people would not have to seek help whatever their circumstances were",free,,5,,,
1142,627,Depth5_1419,Depth4_1022,"it makes no difference if the parents can afford this , not everyone 's can and why should they enter into debt for this .",afford,debt,5,,,
1143,628,Depth5_1420,Depth4_1022,students should not leave university with a massive debt looming over the heads which they will then spend years of their adult life repaying . education should be available to all without the worry of money and debt .,debt,,5,,,
1144,629,Depth5_1424,Depth4_1032,"it is not an insignificant amount each month , it is a big chunk of debt to pay off each month .",debt,,5,,,
1145,630,Depth5_1425,Depth4_1032,"there are enough deductions already from a monthly wage packet without having a debt repayment . how will the future generation ever get on the property ladder for instance , without financial help from elsewhere . we are creating a bigger problem .",debt,,5,,,
1146,631,Depth5_1428,Depth4_1040,"repayment comes at the worst time , when family expenses increase and the debt becomes a burden .",family,debt,5,,,
1147,632,Depth5_1429,Depth4_1040,i beg to differ how anyone can not notice a chunk of money being deducted every month to pay off a debt which they should n't have in the first place .,debt,,5,,,
1148,633,Depth5_1431,Depth4_1058,"not everyone can work whilst studying , and there are n't necessarily jobs available for all . it 's unfair that some less fortunate students sometimes need to take out additional loans .",loan,job,5,,,
1149,634,Depth5_1433,Depth4_1058,jobs are not always plentiful and are likely to be low paid . a university grant should cover more than tuition and include living expenses .,job,,5,,,
1150,635,Depth5_1434,Depth4_1058,"students do not have time to take out a part time job , when i was at university we were strongly advised not to as this interferes with studies .",job,,5,,,
1151,636,Depth5_1436,Depth4_995,"not everyone can get an apprenticeship in the job they want , university has so many more opportunities for people but many people can't access it . it should be made easily accessible so that more people can attend",access,job,5,,,
1152,637,Depth5_1439,Depth4_995,"however , not all future careers work well with apprenticeships including more humanity based careers and of course academia . people of a poorer background still become limited in their options due to the university fees .",career,background,5,,,
1153,638,Depth5_1444,Depth4_1010,"the majority of students have to take out loans to afford to go to university , this money often goes from the loan company to the university straight away . consequently , this devalues the idea of fees being a motivation because the weight of debt is not felt until afterwards .",loan,afford,5,debt,,
